Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-itsc,branch-le1y,branch-369y,branch-xcm8,randomiser-jf65,branch-asih,quota-t18w,branch-fqz7,branch-ho4r,quota-qptq,branch-rpm3,quota-xbdv,quota-qd5n,quota-bgsj,quota-xwhm,quota-3pu1,quota-rltk,quota-h2u6,quota-a1h7,quota-8mkn,quota-63lu,branch-crxk,branch-elfm,branch-mikh,branch-nctw,branch-zc37,branch-4mwx,branch-j73a,branch-fkxh,branch-lji3,quota-hzw3,branch-mmja,counterbalance-m678,checkpoint-gr3y,checkpoint-3jg6,randomiser-2tba,counterbalance-93ib,counterbalance-9xcr,counterbalance-wbyz,counterbalance-vply,counterbalance-hleo,checkpoint-abe5,branch-e22y,counterbalance-ulkf,branch-t3qc,counterbalance-mcio,counterbalance-3v2j,counterbalance-t9rn,counterbalance-bi4u,counterbalance-8ump,randomiser-kh5p,counterbalance-dozd,counterbalance-wch9,counterbalance-sg3w,counterbalance-o3nf,counterbalance-eu1d,counterbalance-8zsd,counterbalance-u2fx,counterbalance-e4l7,counterbalance-7mrq,counterbalance-s1b5,counterbalance-2v12,counterbalance-g69h,branch-2s1m,order-j7mk,branch-qjxq,checkpoint-27dz,branch-8rrr,branch-5rfv,branch-59ox,branch-njci,branch-di17,branch-gjr2,branch-1dat,branch-drsz,branch-21pl,branch-y4xh,branch-qzep,Question Key,Response
8,1574373540809,21/11/2019 21:59:00,1574373552629,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,tense,1 - doesn't fit at all
9,1574373540809,21/11/2019 21:59:00,1574373552630,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,tense-quantised,1
10,1574373540809,21/11/2019 21:59:00,1574373552632,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,cheerful,1 - doesn't fit at all
11,1574373540809,21/11/2019 21:59:00,1574373552633,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,cheerful-quantised,1
12,1574373540809,21/11/2019 21:59:00,1574373552634,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,inhibited,1 - doesn't fit at all
13,1574373540809,21/11/2019 21:59:00,1574373552634,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,inhibited-quantised,1
14,1574373540809,21/11/2019 21:59:00,1574373552635,-8,21/11/2019 13:59:12,10365,5,questionnaire-l69s,,3391680,A29HCM1YODKTBL,957219,,complete,sznjhz,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.120,1600x900,1583x789,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,,l_pos,18+,,≥23,≥28,,≥33,,ACCEPT,,,,,,,,,≤37,,,,,,,,,,Responder,,,,,,,,,,,,,Continue,,,,,,Orders 2 and 4,,order4,,order2,,,,,,,,,Continue,ABFCED,Images loaded ok,approve with $2.15 bonus,,,,,,,Continue,,,,,END QUESTIONNAIRE,34616
1,1574373525830,21/11/2019 21:58:45,1574373526723,-6,21/11/2019 15:58:46,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1600x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,BEGIN QUESTIONNAIRE,
2,1574373535341,21/11/2019 21:58:55,1574373536274,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,happy,1 - doesn't fit at all
3,1574373535590,21/11/2019 21:58:55,1574373536275,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,happy-quantised,1
4,1574373535590,21/11/2019 21:58:55,1574373536276,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,helpless,3 - fits quite well
5,1574373535590,21/11/2019 21:58:55,1574373536276,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,helpless-quantised,3
6,1574373535590,21/11/2019 21:58:55,1574373536277,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,energetic,1 - doesn't fit at all
7,1574373535590,21/11/2019 21:58:55,1574373536277,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,energetic-quantised,1
8,1574373535590,21/11/2019 21:58:55,1574373536277,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,tense,3 - fits quite well
9,1574373535590,21/11/2019 21:58:55,1574373536277,-6,21/11/2019 15:58:56,10365,5,questionnaire-l69s,,3391688,A2G4PA35IX5RIA,957232,,complete,xkpvyb,,computer,Desktop or Laptop,Windows 10,Firefox 70.0,1600x900,1583x746,approve with $2.15 bonus,IPANAT TALEP,2,words,English_Native,No_Psych,Responder,a_pos,18+,,≥23,≥28,,≤32,ACCEPT,,,,,,,,,,,,,,,,,,,,,,,,Orders 8 and 10,,,,order8,,,,,Continue,,,,,order10,,,,,,,,,,,,,,Continue,CDBEAF,Images loaded ok,approve with $2.15 bonus,,,,Continue,,,,,,,,tense-quantised,3
